customer_number,berlangganan_deposito
149654,0.25542189852622244
149951,0.07382797869007801
150079,0.052546762577026604
150388,0.04503644559113436
150397,0.05170174513523996
150588,0.04422040567713245
150713,0.02470575848767341
150740,0.0360860440602196
150791,0.17914450464518658
150898,0.029085574674830788
150974,0.05198799779080826
151013,0.3813085513076107
151068,0.05662949419677689
151184,0.032245824479563534
151364,0.030187326425176166
151454,0.05916521492647424
151634,0.0426162105041192
151650,0.05466310444941789
151858,0.06312540326392127
151938,0.10375448242359078
152035,0.03662075963929548
152165,0.25500723799568115
152217,0.056735085486083546
152263,0.06748273187679446
152328,0.07070367622260065
152352,0.08176867912424812
152544,0.5960590976719922
152831,0.04742653889076251
153123,0.055114559157491035
153517,0.1523831936319263
153528,0.054720095963025975
153572,0.15562516703876958
153695,0.054284868705592744
153719,0.034135304917376645
153929,0.06032997572996473
153964,0.0638171747797069
154128,0.028419025732839043
154287,0.8193585686201198
154371,0.40771245706002196
154444,0.1430628146369742
154447,0.054018010112319284
154524,0.10937451717335506
154764,0.09108689211776125
154972,0.04697432856033776
154975,0.04389369289322381
155045,0.044535826483935254
155123,0.03138508005392744
155504,0.13290761051836678
155843,0.030457116961837356
155910,0.05904806079928292
155920,0.050273476850660755
155945,0.24999746341521123
156228,0.9196659924141756
156236,0.06300966529460625
156421,0.047381116197121834
156529,0.047411203470407795
156740,0.03741863825081783
156840,0.02572472915279862
156965,0.11433371025268757
157255,0.058560686004060926
157257,0.1594213059591038
157317,0.05672034144573421
157405,0.0804129043598039
157456,0.04291456301064855
158044,0.39765402166195807
158218,0.03879959840129457
158431,0.06456914219543626
158493,0.49105957370644265
158553,0.04405342622969173
158624,0.03368846315509104
158955,0.0832094067510605
158963,0.02629844350478426
158992,0.0810871339751
159015,0.0669532414442352
159152,0.05958764636162441
159203,0.009285516994052783
159217,0.8577718081595531
159684,0.5413339570963818
159704,0.04602955592634941
160141,0.028378224215047355
160362,0.08546110499700153
160612,0.3987956005054598
160766,0.043457502712579074
161236,0.06146551921156843
161469,0.03471157969082002
161647,0.04931043915787487
161650,0.05623892074693011
161687,0.05554873716751563
162066,0.03469448374697532
162505,0.05458598675151384
162660,0.06602673922287995
162735,0.038814991018050624
162858,0.04827508131367375
162961,0.03698032962442314
163172,0.03523682378937813
163207,0.05277350104798161
163318,0.04570807312027483
163359,0.056855539064506175
163505,0.041622249291413865
163597,0.03988512106892133
163672,0.0657168687393159
164162,0.02929411644468258
164173,0.028920690867909344
164273,0.03264361001932081
164732,0.03403686626644795
164744,0.04536725264377393
164866,0.0441556165930646
164932,0.05101920537327391
165408,0.08344648380021456
165516,0.14457039884562595
166015,0.4062259007713631
166202,0.05192980339661917
166449,0.38428711165206053
166704,0.08558942681616506
166739,0.9022397975039669
166767,0.026596286131781045
166808,0.05919315529805191
167016,0.02101270404643644
167107,0.04660746477175523
167180,0.04131661101515032
167263,0.05541942164102814
167555,0.04641369674773439
167664,0.03253385286454323
167713,0.06281884444533246
168095,0.028757769657013536
168181,0.0429693240553043
168308,0.03224725649439971
168333,0.06246264432230919
168395,0.05538215178186654
168744,0.03880611490126689
168915,0.026582257007595173
169002,0.11671527059271099
169107,0.03801253988073327
169372,0.3417276355063582
169411,0.35375574883164074
169560,0.053239908112352206
169640,0.1430677377552993
169659,0.3281221097116707
169808,0.0317671722620441
169902,0.045097170777989005
169935,0.05601207311832479
170452,0.03043470706987633
170497,0.07133431156059704
170638,0.05012796835073912
171036,0.05458220321161152
171112,0.8984832032406066
171152,0.36706916531004397
171250,0.033689627687435796
172179,0.03432988698122041
172272,0.06611026872878435
172289,0.030429307604555922
172342,0.06742613744283485
172526,0.07430775990376688
172677,0.32590755565134577
172746,0.02543562339270581
172979,0.07763788366851268
172991,0.031195174201192083
173021,0.07715943176683036
173261,0.04810890357026469
173497,0.05615424478640917
173498,0.0423615219467239
173543,0.03324872911209314
173692,0.02589755919092077
173895,0.04743948472873694
173922,0.2794022741906156
173995,0.03770089450725423
174129,0.047456307711180604
174142,0.050431468976724014
174312,0.04528224740794907
174315,0.07756961741356451
174414,0.0556880972502041
174654,0.04183466863862598
174660,0.07138601291721543
174676,0.1360461997456379
174715,0.042185155455957996
174719,0.034247251785429415
174867,0.12555551300845172
174941,0.056688227460819876
175181,0.06579812365978033
175188,0.08250561090376272
175322,0.04443261814030266
175460,0.3846612073863413
175798,0.06725773868000587
175800,0.0776348684126934
176058,0.07586004426764982
176364,0.37710081301915027
176584,0.05608975387725643
176651,0.17753037105552164
176877,0.054395655897502726
177181,0.05849626059113448
177279,0.22387158877046584
177359,0.04523013788404109
177374,0.06413496876092512
177456,0.04435776394624636
177515,0.0214063580078966
177627,0.05487556606293747
177682,0.0346255686609212
177895,0.05505488380437735
178084,0.05103402791246083
178123,0.03157780042025141
178466,0.05618593942257206
178844,0.03488962099631591
178852,0.1318711602879535
179338,0.04001846777943436
179592,0.03529330443361671
179628,0.03133255761425162
179918,0.6480576439645395
180035,0.05492518466453334
180352,0.03467523010639715
180572,0.06501445598496193
180647,0.08079976036050325
180689,0.05114469773034059
180807,0.045820944745635195
180969,0.030454556223377248
181087,0.030664534632880793
181282,0.4400030376654919
181668,0.06047035067574591
181714,0.04670657061358959
181717,0.40888986151737
181938,0.11744442362881502
181976,0.043470643842896964
181984,0.06088533812097572
182248,0.03527652799840573
182284,0.04605182178359808
182377,0.03197838571886519
182392,0.09881145565858913
182577,0.042431195966872136
182840,0.776260158604524
182932,0.09978216567821975
182939,0.0317861445570072
183135,0.6637464610346451
183168,0.21875857345811542
183218,0.05931920307893404
183222,0.15422825960014733
183279,0.04233975387611661
183289,0.03717904459299694
183560,0.6885959878225539
184088,0.02313625401518129
184114,0.12829184010981232
184182,0.044972932296587616
184260,0.029929387323432876
184273,0.05023517423282578
184338,0.3724106268055949
184357,0.05272954901744658
184414,0.0436333403814284
184577,0.2317995628850825
184715,0.07738509888903287
184894,0.051919473536685204
184898,0.03675020641670373
185077,0.8184636983931756
185178,0.0515641958034385
185709,0.03611619215484216
185866,0.061817842512225024
185868,0.15539165090401916
185949,0.07994969527264714
186262,0.050119460726709864
186613,0.03018683298484065
186655,0.052574101305019064
186697,0.036406563254662565
186811,0.06237412025172308
187093,0.03248168204937963
187185,0.05832804859986794
187303,0.25025558423596944
187438,0.023604274819705784
187593,0.1459055582518783
187784,0.089754833739309
187789,0.057835786193842276
187798,0.07261337902086365
188037,0.054641635819817166
188093,0.3594706240432569
188375,0.030966633858505666
188499,0.03474896990288712
188571,0.068717249102901
188663,0.05462329532218923
189240,0.028047820979830683
189290,0.5348339703165028
189458,0.03288715128037942
189513,0.055346978301489366
189587,0.028448483955948983
189676,0.0366978380050763
190163,0.028543759924160476
190175,0.02601961850695548
190259,0.06910719617303945
190716,0.029306688733793492
190848,0.7472606304413317
190958,0.05679881286242054
190961,0.056508519303465614
191142,0.06312307704969053
191166,0.4628232397644803
191279,0.052801594531320085
191286,0.03410305598427985
191359,0.03043839661524438
191688,0.03353769005126251
191757,0.03489512652577557
191967,0.0661157448278715
192069,0.04998354717985532
192169,0.2586604994367821
192338,0.5360245840708833
192785,0.039705715642161646
192858,0.1490271274892298
192905,0.030135065104427466
193013,0.037035387571167006
193101,0.07491013784792272
193145,0.03269237878516866
193216,0.03177333444911753
193273,0.03619397467544481
193396,0.07556424955771421
193533,0.044750659428924575
193611,0.0401619391572519
193652,0.032013430389992874
193704,0.05115620202735517
194085,0.054422263169495694
194454,0.07239494181060813
194641,0.033366333730364205
195294,0.13700899438485423
195421,0.048565115657689915
195684,0.04228730666890599
195836,0.056230889332860884
196095,0.06552611029553926
196114,0.21887094812509744
196300,0.04008654848606043
196983,0.04992683337784387
197108,0.03024311006258025
197157,0.03204432839324098
197161,0.043429240664150034
197275,0.08392984364531558
197416,0.032587878837808996
197428,0.31272281524456896
197647,0.1677388559429134
197655,0.03565656083360315
197958,0.03927677571142823
198012,0.055023111964847146
198117,0.04350059803225394
198365,0.05283542831442081
198512,0.0403351665099672
198686,0.4856532257570779
198786,0.05123972610378022
198941,0.03817976258029247
199015,0.12042830002531155
199123,0.31408401263285723
199143,0.4445567231269748
199284,0.05343958194775616
199401,0.055641079874997286
199498,0.5298720117702931
199783,0.2499826192124529
199784,0.034393904961219766
200190,0.1935720359681782
200516,0.40358988136234913
200680,0.06980623888821308
200830,0.26674367429787305
201017,0.029989530170152316
201370,0.7806172410149685
201439,0.045588116802149393
201485,0.03840777654785562
201642,0.15952755711302172
201713,0.034710824218731284
201769,0.3129723158114326
201819,0.05277696053206117
201905,0.03280242739323063
202082,0.3188896908780501
202097,0.5754173598895189
202379,0.07463240560984018
202413,0.1511359041603101
202538,0.06911312106821277
202576,0.2226875936002854
202733,0.03500024449392689
202786,0.06665005365362708
202874,0.13287906878764666
203367,0.04976490271734784
203457,0.040912042106656894
203511,0.05826173575043701
203540,0.03979079080364573
203629,0.04025990690134553
203657,0.047441011646073096
204175,0.04656076227735972
204206,0.48368225050297664
204308,0.06487992706348258
204512,0.06268814762679382
204601,0.03845928100029858
205050,0.0412920689753552
205383,0.05839222091660165
205418,0.4514880316316115
205477,0.5393320997003269
205580,0.07006954017575516
205892,0.14247817832736187
206119,0.09156965270590882
206178,0.028256243345381495
206226,0.09468807056055052
206391,0.05670476093576196
206571,0.04037128736015084
206633,0.03305931408042872
206794,0.09769879891020207
206844,0.2114053812200618
206907,0.7570268804866511
206927,0.3882100376737847
206963,0.030830456816551596
207005,0.05486477734774005
207173,0.04288761721895702
207506,0.04042830612533191
207541,0.3235641351454472
207595,0.13597742670128982
207747,0.29148381731010975
207861,0.5753252174491265
208033,0.10066154216075203
208188,0.05926300144617391
208294,0.8382931040091068
208384,0.6660034365619321
208916,0.06907653329587234
209018,0.1115561406231638
209080,0.16034457583094275
209466,0.057011599644217315
210022,0.042384640260891795
210098,0.02164578855003431
210175,0.061262029319012125
210363,0.059949863610647525
210936,0.06446504852777327
210987,0.07456952700755853
211026,0.03445316865318267
211043,0.34764021782313603
211073,0.035071484024521496
211168,0.22080753335137795
211573,0.1228956965448988
211656,0.04121179796719261
211700,0.04312089990520744
211701,0.05660828628353155
212032,0.03310333418423731
212058,0.024852866483339345
212545,0.1678342005873224
212714,0.043251657664439495
212777,0.04117961899529602
212889,0.03228734629234492
212992,0.07813369041780673
213646,0.03609667739662825
213746,0.04928085158583155
214169,0.1246618321291211
214452,0.4107386641363474
214803,0.13345959868540216
214976,0.7432104758533614
215183,0.5388200195835923
215372,0.04812209892224735
215477,0.035167761526642034
215824,0.012810856631939165
215841,0.1367205955908373
215947,0.06152155312723809
216131,0.09705556129416612
216209,0.17252929947767684
216299,0.3622360098982831
216402,0.0851987164419996
216516,0.02869120526192383
216587,0.04360359960706707
216600,0.11252770598029554
216809,0.031531631794705355
216981,0.04655179559306632
216996,0.0335849832356584
217136,0.07272205820918308
217213,0.05219446896362119
217386,0.1977175540139713
217521,0.035512131689348414
217566,0.028473345618259396
217598,0.05772854682169144
218153,0.0549420585701038
218243,0.041682336419624086
218317,0.21090051960961584
218349,0.05872952751824541
218475,0.0859889827290355
218503,0.40588017128830006
218542,0.0367783649914504
219056,0.07898987652419572
219585,0.047949669999805544
219806,0.09774461305736223
219902,0.048244166329646725
219955,0.06615423307658147
220023,0.1639814350357479
220033,0.07193524578556242
220053,0.8341722787325337
220057,0.2798814544844322
220270,0.036274426982859036
220496,0.05298438828051003
220522,0.06222767868841852
220527,0.0331326998673608
220664,0.03323278586033878
221268,0.04787385217556912
221318,0.07769543011471611
221439,0.05369420585710558
221552,0.06182372452835719
221588,0.055496433177273555
221742,0.027651879105367344
221875,0.5630565559000159
221959,0.042636665245031215
222100,0.38759374790722684
222232,0.04744588114344234
222268,0.05871516597499239
222444,0.04388134274305113
222445,0.06275476407476882
222649,0.047142832334555546
222848,0.0683452468561851
222881,0.05078957487141768
223051,0.0530076612270534
223327,0.10384267433886
223766,0.039256707583394494
223914,0.03494104469021944
223963,0.0617344609847965
224261,0.13382645697925252
224264,0.03007823223416874
224647,0.04861384768659798
224818,0.4026047354739946
224908,0.0697495532537143
225180,0.03703617798024817
225225,0.7258444679396443
225376,0.03868808574195838
225460,0.033623542334564785
226064,0.0704323458592998
226249,0.32795710683087165
226339,0.04671940279506077
226426,0.03609724850073802
226540,0.039661310438533465
226541,0.039488395991816846
226556,0.4062239979093712
226569,0.6043601854062736
226666,0.04166176308138925
226777,0.04690133823766432
226871,0.06867886175391766
226872,0.05077005310350398
226891,0.2109261629694076
227057,0.04424875384420525
227213,0.4094791935448368
227332,0.13693712858277796
227745,0.044718736244868496
227769,0.049689398420991224
227997,0.2716434535154311
228002,0.05417976187310411
228248,0.05212079658352241
228527,0.06515267166637413
228584,0.45621039510528455
228700,0.04093856077982255
228886,0.07395465870064401
228999,0.23788935298610916
229078,0.2658420209100614
229096,0.07898389973753031
229253,0.03901863401046766
229536,0.07078605265739053
229594,0.03428156468787588
229853,0.07113213268514972
229990,0.05646137743216789
230028,0.03630511729286064
230304,0.07927029981250369
230493,0.13158338847165627
230615,0.06013351324162468
230679,0.04579364769682054
230739,0.02664671186059044
230792,0.06877368431031876
230861,0.03561020052502853
231077,0.2185720057894732
231102,0.03533965844188199
231141,0.03530060380598508
231585,0.0567083737636186
231663,0.03268540833543887
231884,0.23625144123627648
231926,0.046853032275455696
232173,0.14436084706186064
232505,0.03475511329078138
232597,0.04062806607788722
232619,0.06651742997579346
232690,0.45590954691139185
232710,0.7631290698954691
232860,0.058027556069059405
232892,0.05930735254998014
232970,0.4903686324764446
233008,0.05665175192960807
233041,0.056037011967236594
233115,0.03626072227083916
233210,0.05847389803730014
233445,0.15333120166537295
233498,0.06893821972489354
233557,0.05150966853822741
233705,0.029124093476240946
234113,0.03565336366640646
234241,0.0558637169638016
234393,0.04612248530128916
234524,0.5114254488821252
234561,0.19902409699121038
234831,0.8369186899942664
234978,0.037081456432682916
235021,0.07158332738376957
235081,0.05943917043006268
235231,0.09457550025148384
235328,0.03726420613393864
235375,0.04421488069898982
235515,0.05800471317680083
235775,0.06160809741909548
236100,0.04942903814966582
236296,0.07061091074577992
236313,0.01655395423888343
236358,0.05466997515630789
236559,0.02842725502511063
236682,0.2898441896706632
236748,0.045126326810174366
236794,0.08373777898523184
236862,0.13137730229959865
236894,0.08690163529824166
237312,0.048625933058352055
237672,0.11413108554991451
237724,0.058206794648001145
237839,0.06476346761532524
237906,0.5315956500178506
238108,0.05648997086325068
238115,0.05716558983699061
238331,0.04093631067153252
238390,0.06737230625947525
238520,0.07096720261165348
238633,0.05057680687856041
238694,0.04011619491243668
238800,0.05315983433963692
238829,0.039469794129866814
238839,0.07493510502250214
239237,0.2605237605769644
239335,0.035613086009033366
239402,0.4270225185448463
239526,0.03573801321660147
239828,0.054129498536094375
239952,0.04840702682579088
240047,0.0549812466060053
240069,0.035448770573720444
240310,0.050663864204672567
240530,0.05110473671092504
240600,0.06168694802238242
240715,0.05260932661072487
240908,0.39930530095631767
241133,0.07454844008116927
241200,0.03375212147614795
241287,0.5741663071018628
241582,0.04260857861061284
241691,0.08144288497602188
242213,0.052608549761169084
242487,0.05048013739442013
242523,0.1286771661979677
242730,0.03979349199106393
242800,0.2211856112646068
242967,0.03359101915141923
243348,0.052865902542068986
243757,0.5136868650972087
243866,0.36731183616669494
244397,0.08707664495631949
244428,0.04063867658672828
244645,0.10141615904031596
244914,0.08719557717402474
245312,0.09710281342878745
245329,0.06520221197880452
245724,0.06681865909316502
245926,0.07038997418745195
245990,0.06468317336041424
246138,0.12042334957717846
246249,0.027801176654993924
246434,0.0575404818186108
246485,0.05625043502563269
246540,0.848910577428595
246613,0.11092590602567864
247286,0.03675507983880576
247427,0.028505511792776647
247519,0.027989437651635612
247713,0.3085791747795038
247885,0.07090893390718654
248338,0.030497201593695147
248377,0.06803051406275193
248416,0.03314577779453582
248504,0.034132441438042255
248876,0.5496784272569754
248968,0.031554304084254414
249060,0.14587965153892254
249251,0.06206340007008947
249346,0.5170845874331184
249525,0.033429720094614736
249622,0.025097301835402774
250040,0.035186035941820314
250071,0.03352580535067579
250102,0.16186035182598518
250204,0.03157721422362788
250229,0.03770548857002247
250423,0.35139417574609966
250662,0.06240960903479757
250698,0.07350526561808808
250818,0.12979551337374887
250921,0.046647310443641746
251521,0.04575321189941331
251566,0.04513550366081395
251625,0.037635366154620375
251762,0.043093626452487314
251785,0.06723532093178933
252326,0.03609293507310869
252447,0.04201564687122267
252673,0.03377586240156193
252838,0.6824648573877897
253012,0.43564600881512816
253037,0.04175761783280134
253139,0.04133751544651219
254296,0.04272556553773283
254685,0.026023165359400312
254741,0.03663384509693102
255087,0.31991685962338984
255180,0.11301558050063519
255231,0.05291873286522716
255388,0.6622061933282476
255569,0.06485739317420687
255646,0.48243371974292876
255688,0.05345026835000516
255911,0.6647064023615226
256037,0.05588808711767496
256087,0.44646943608305645
256451,0.5724386140725541
256655,0.09215678863275222
256894,0.040434782907324836
257035,0.39942543769103883
257589,0.0512609882139917
257866,0.47184081117169946
257897,0.13541712526585448
258320,0.08920560201937706
258866,0.10365260079620005
258994,0.04337825778907489
259069,0.5846762768166233
259070,0.05057948725806081
259606,0.35095774453225476
260175,0.03290753821914416
260239,0.48228892652122557
260333,0.04514342941103872
260373,0.0348318689756894
260466,0.04192179613286566
260491,0.05091640189006349
260605,0.04324299482873979
260700,0.6943634994579001
260744,0.030970245638761558
260772,0.062430314272623466
260962,0.019996042302618748
261038,0.043458863679061085
261141,0.051516813575361906
261172,0.05610142323251189
261173,0.2962093481742605
261203,0.041800819025179826
261402,0.07289132391873801
261404,0.038325080726723124
261504,0.03124159203170638
261557,0.03187556561282928
261742,0.28580510148348603
261770,0.3479716922965895
261794,0.03822614052222948
262002,0.030810401532727922
262146,0.04167141274924258
262378,0.03905279030592785
262412,0.0446867149354595
262497,0.036116540314643626
262607,0.029883281426691926
262737,0.031174235200738604
262918,0.12164928139787935
263193,0.033925495207797245
263547,0.5126507093317784
263578,0.044762989292820965
263684,0.03829336040716713
263763,0.07489743507264111
264162,0.18266923106316799
264370,0.08983383299676564
264946,0.03166281274914828
265126,0.053079347783429265
265161,0.035185266685489984
265175,0.4240757032267876
265244,0.08519456402393971
265337,0.4772629552762803
265496,0.034883853523427516
266002,0.05789942823297787
266052,0.03493007401294965
266065,0.19725576805582312
266799,0.037128045878683215
266842,0.03216759215394205
266949,0.09857584219145012
267235,0.20564865442998853
267464,0.8511014701000946
267515,0.06858332087210135
267744,0.034335444553762876
267855,0.02755138568084761
268030,0.7179982293216562
268179,0.036109254026166014
268295,0.04404241820123651
268355,0.7655762380923795
268357,0.03461410183674993
269117,0.09538727510548811
269505,0.04526254692168045
269535,0.1374723243059065
269545,0.21646516993098117
269772,0.04527153622639374
269790,0.0832407262574964
270031,0.059301573534533795
270150,0.20936092098348846
270174,0.028063550617634252
270347,0.04140926452627699
270484,0.29062653565598295
270500,0.07485713455646421
270918,0.06001364403355443
271052,0.8649225103495051
271244,0.03298249712453988
271762,0.0738149787466533
271805,0.7617244992492721
271838,0.05423565164920781
271874,0.3764633704207361
271959,0.026728283501056983
271969,0.05542097417350709
272534,0.021039466615418334
272653,0.05231367455581451
272700,0.03759162132793957
273109,0.07924743359007869
273111,0.03985008118461175
273129,0.034961702410404236
273331,0.058442127319339704
273368,0.7931324761528492
273462,0.05612558556817775
273550,0.43434251450249944
273552,0.04046873350035851
273645,0.07600380209080763
273721,0.04092575370899444
273877,0.16036654640081757
273902,0.042672735342526524
274159,0.09624671564398386
274464,0.06632608383563032
274688,0.0528902721061146
274990,0.05512101636319407
275191,0.035201424590083207
275241,0.04739838261884911
275643,0.04957041227666682
275711,0.03740064253739375
275978,0.13761794145587988
275988,0.11601501756959616
276185,0.07404197297025841
276292,0.03601715284560863
276528,0.07181339233428229
276543,0.05989799445458636
276632,0.0968636520381222
276647,0.04179041632090925
276670,0.03416638171026369
276813,0.7399326850436363
277081,0.5831207843213169
277174,0.5244250077375554
277446,0.03983290863396462
277599,0.03459359876320694
277620,0.055732632017157335
277752,0.06020673194582215
277847,0.06720140978440961
277849,0.07923383690294325
277862,0.03187235258168328
277898,0.14845313540848507
277911,0.2573191689940808
278044,0.03125882282441373
278052,0.04919872047665004
278104,0.2662360321404231
278165,0.749053404069292
278545,0.07012860816943516
278995,0.12061941074597916
279420,0.052781233819782586
279451,0.028858444001461255
280050,0.061897079605714
280330,0.8482061689035559
